ticker,close,open,high,low,volume,change_%,value_traded,high_52w,low_52w,market_cap,roe,pe,pb,perf_y,rvol,tarih,dist_from_52w_low,stop_price,target_cup,target_bagger,potansiyel_cup,mcap_milyon,score_base,score_quality,score_flow,score_ignition,quant_score,regime,score_diff,perf_1m,perf_w,sector,industry,oper_margin,tier
VVV,30.55,30.69,30.93,30.4,2246088.0,1.1254551473022174,68617988.4,41.33,28.5,3897764956.861966,28.3992879638505,38.71499176276771,9.35489501388689,-22.52092315495815,1.2581775536026496,2026-09-11,7.2,27.36,41.33,76.38,35.3,3897.8,100.0,60.0,12.6,49.7,76.8,⚡ TABAN BİRİKTİRME (TAKİP),76.8,-7.255616272009706,-4.171894604767874,Consumer Services,Other Consumer Services,17.724032586558,US_SMID_CAP
KTB,66.62,66.9,67.95,66.17,594619.0,0.6952841596130713,39613517.78,88.96,56.19,3641024477.360944,40.9637108724128,13.91714888550001,5.8861573694478215,-15.660210153183938,0.8155013822347891,2026-09-11,18.6,53.94,88.96,166.55,33.5,3641.0,100.0,85.0,10.0,32.0,73.4,⚡ TABAN BİRİKTİRME (TAKİP),73.4,-15.295613477431658,-9.125630882553537,Consumer Non-Durables,Apparel/Footwear,13.1447185859926,US_SMID_CAP
BYD,77.0,77.19,78.03,76.6,983088.0,0.7194244604316509,75697776.0,91.41,74.795,5594466405.323741,93.3309604757425,3.3891590924096042,2.251452113514122,-9.783245459871113,1.0409007739775653,2026-09-11,2.9,71.8,91.41,192.5,18.7,5594.5,65.0,100.0,10.4,40.0,72.7,⚡ TABAN BİRİKTİRME (TAKİP),72.7,-6.120458424774441,-0.6451612903225806,Consumer Services,Casinos/Gaming,18.7147571097029,US_SMID_CAP
BOOT,144.39,142.79,145.77,141.72,502965.0,2.637190787603056,72623116.35,210.25,133.1797,4372828317.330536,19.1754184326974,18.26842784483413,3.2232839010151144,-22.098732128405725,1.0238396168822748,2026-09-11,8.4,127.85,210.25,360.97,45.6,4372.8,100.0,55.0,32.5,49.0,72.1,🦅 US KULUÇKA LİDERİ (MULTI-BAGGER),72.1,-13.719749028981184,-1.848956563116054,Retail Trade,Apparel/Footwear Retail,13.611148688584098,US_SMID_CAP
WH,69.31,69.58,70.415,68.79,1295802.0,1.0055377440979274,89812036.62,90.35,68.44,5143573503.528563,39.6190476190476,25.3520611580526,10.75749462590894,-17.703633341249105,1.1485588259226083,2026-09-11,1.3,65.15,90.35,173.28,30.4,5143.6,65.0,75.0,11.5,45.2,71.4,⚡ TABAN BİRİKTİRME (TAKİP),71.4,-5.1717061157477096,-2.2701635645798075,Consumer Services,Hotels/Resorts/Cruise lines,38.1523272214386,US_SMID_CAP
BDC,122.26,117.46,122.69,116.795,285709.0,6.16533518582842,34930782.34,159.99,98.0,4777699642.743661,18.6437034488736,19.864816559971402,3.4416895976578723,-6.076668971345151,0.6947865173348274,2026-09-11,24.8,94.08,159.99,305.65,30.9,4777.7,65.0,55.0,66.7,55.1,69.7,⚡ TABAN BİRİKTİRME (TAKİP),69.7,-10.960600101959068,2.2240802675585374,Producer Manufacturing,Electrical Products,12.6687640254908,US_SMID_CAP
PIPR,76.43,77.62,78.4,75.705,569117.0,0.4204440940743758,43497612.31,95.065,68.69625,5401330161.367364,23.6160793532111,17.717557605823174,3.760924666853327,-9.552971805567871,0.9532405189654191,2026-09-11,11.3,65.95,95.06,191.08,24.4,5401.3,90.0,70.0,10.0,35.5,67.1,⚡ TABAN BİRİKTİRME (TAKİP),-7.5,-0.16980146290490525,-0.1567602873938476,Finance,Investment Banks/Brokers,23.0586392140754,US_SMID_CAP
GNTX,22.79,22.95,23.105,22.775,1571910.0,0.48500881834214915,35823828.9,29.38,20.48,4801473254.088624,16.1296493905654,12.094677068407366,1.8919802948467406,-18.752228163992875,0.6073542758914072,2026-09-11,11.3,19.66,29.38,56.97,28.9,4801.5,90.0,70.0,10.0,23.7,65.8,⚡ TABAN BİRİKTİRME (TAKİP),65.8,-4.042105263157898,0.0,Producer Manufacturing,Auto Parts: OEM,19.5548104693033,US_SMID_CAP
OSIS,204.29,203.11,205.44,200.83,236129.0,1.5105590062111762,48238793.41,311.7225,186.5,3256784635.614261,17.3438450263306,22.738555034894205,3.904026197814059,-13.560971481763564,0.8945523866385972,2026-09-11,9.5,179.04,311.72,510.72,52.6,3256.8,100.0,45.0,44.0,38.9,61.6,⚡ TABAN BİRİKTİRME (TAKİP),-7.2,-13.728885135135142,-0.9406972797362158,Electronic Technology,Aerospace & Defense,12.926599566401501,US_SMID_CAP
CVCO,529.64,530.17,534.935,517.4,85941.0,1.2018725518295525,45517791.24,713.005,443.335,4072614487.9804335,16.6584759581635,23.04435790893467,3.6772330300284914,-2.6128528086788703,0.8774333586194012,2026-09-11,19.5,425.6,713.0,1324.1,34.6,4072.6,100.0,45.0,36.5,36.7,60.6,⚡ TABAN BİRİKTİRME (TAKİP),60.6,-11.309822833986397,-4.983674787413436,Consumer Durables,Homebuilding,9.6172234851304,US_SMID_CAP
BCO,111.98,110.54,112.475,109.955,445457.0,2.461341385305149,49882274.86,136.37,91.05,4612415076.116021,64.1302424349673,25.9063042220937,14.85853343966159,-2.6260869565217355,1.153347944680559,2026-09-11,23.0,87.41,136.37,279.95,21.8,4612.4,65.0,45.0,54.0,52.7,57.4,⚡ TABAN BİRİKTİRME (TAKİP),0.0,-0.3027065527065431,4.732510288065845,Commercial Services,Miscellaneous Commercial Services,10.3823840624658,US_SMID_CAP
ALRM,55.36,55.5,55.895,54.2101,590835.0,0.34439006706542996,32708625.6,58.145,41.49,2717634777.480515,14.1895534962089,24.464183127844798,3.140125253334256,-0.2881844380403525,1.6141793485254274,2026-09-11,33.4,39.83,58.15,138.4,5.0,2717.6,20.0,55.0,41.7,58.2,53.2,⚡ TABAN BİRİKTİRME (TAKİP),0.0,-0.3779017455461595,-1.9135364989369212,Technology Services,Packaged Software,13.009621257248,US_SMALL_CAP
LRN,82.0,82.09,82.81,80.4444,547264.0,0.6752608962553679,44875648.0,158.4,60.6147,3407907159.877226,21.7350675525427,11.378932323106172,2.083607547944572,-48.450367762620225,0.8228251959544348,2026-09-11,35.3,58.19,158.4,205.0,93.2,3407.9,20.0,85.0,30.3,32.2,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,4.8191230985555364,-3.0389026841669544,Consumer Services,Other Consumer Services,18.1156531042277,US_SMID_CAP
POST,80.19,80.47,80.78,79.64,557362.0,-0.1121076233183899,44694858.78,117.28,75.4,3524896234.5033636,8.28644935116338,14.726461351991626,1.145190407363036,-23.504721930745017,0.618338183266455,2026-09-11,6.4,72.38,117.28,200.47,46.3,3524.9,100.0,55.0,10.0,21.6,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,3.711846870150032,-3.8719731479261617,Consumer Non-Durables,Food: Specialty/Candy,10.2930163447251,US_SMID_CAP
LPTH,9.2,9.365,9.93,9.04,4852370.0,-4.958677685950417,44641804.0,18.94,5.75,610519395.1652893,-19.7309925510654,15.0,4.306208897938168,74.90494296577945,1.1450562356253542,2026-09-11,60.0,5.52,18.94,23.0,105.9,610.5,20.0,55.0,11.5,40.1,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-33.09090909090909,-6.6937119675456405,Electronic Technology,Electronic Components,-3.44811576136387,US_MICRO_CAP
VVX,72.22,72.83,73.71,71.14,615750.0,-0.46857772877618986,44469465.0,93.98,50.8888,2263761670.675854,8.34915387199067,24.875142079702407,1.9954603415381513,34.113277623026924,1.1238651836330915,2026-09-11,41.9,48.85,93.98,180.55,30.1,2263.8,20.0,40.0,11.2,39.3,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-9.362449799196796,-4.115772703133291,Commercial Services,Miscellaneous Commercial Services,4.18522733120994,US_SMALL_CAP
VCYT,40.87,42.61,42.66,40.79,1001617.0,-2.7599333809184006,40936086.79,60.91,29.455,3285569113.8044252,8.77445908348854,28.99815524336597,2.3656480353313323,31.881252016779605,0.8592037248457066,2026-09-11,38.8,28.28,60.91,102.17,49.0,3285.6,20.0,30.0,10.0,30.1,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-12.19250187990118,-7.554851843474335,Health Technology,Medical Specialties,17.2233493504182,US_SMID_CAP
NSIT,165.37,157.36,165.79,157.36,268678.0,6.094822608584076,44431280.86,165.79,63.62,4853419213.630911,13.1118813595855,24.204502210122655,3.0410088418568746,30.851400538059828,1.1629446073604364,2026-09-11,159.9,61.08,165.79,413.43,0.3,4853.4,20.0,30.0,74.7,71.2,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,9.393398161010795,4.084843907351466,Technology Services,Information Technology Services,5.74088028322916,US_SMID_CAP
CRSP,51.72,52.35,53.21,51.62,856147.0,-1.033295063145808,44279922.839999996,78.48,44.12,5000944083.644087,-26.0949261874161,15.0,2.8623862959658726,-0.42356565267616264,0.7135206447919019,2026-09-11,17.2,42.36,78.48,129.3,51.7,5000.9,100.0,55.0,10.0,25.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-4.7513812154696105,-7.741705315733149,Health Technology,Biotechnology,-3971.52777777778,US_SMID_CAP
BCPC,164.39,168.85,168.91,164.16,250640.0,-1.36797264054719,41202709.599999994,183.9,139.17,5240427854.367192,12.7934152203,32.34050087545002,4.033521485819862,5.310698270339521,1.7311221420495397,2026-09-11,18.1,133.6,183.9,410.97,11.9,5240.4,90.0,30.0,17.3,60.6,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-8.218413265590993,-3.3170616949950094,Consumer Non-Durables,Food: Specialty/Candy,21.249566020586,US_SMID_CAP
NESR,33.54,34.205,34.9,33.35,1318259.0,-0.8279124778237763,44214406.86,36.94,9.92,3382568029.209935,9.43773689973819,36.840949033391915,3.2460870810766864,233.39960238568582,0.9195758700195619,2026-09-11,238.1,9.52,36.94,83.85,10.1,3382.6,20.0,30.0,10.0,32.2,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-7.90774299835256,-2.1872265966754156,Industrial Services,Oilfield Services/Equipment,9.33736484003175,US_SMID_CAP
CHH,96.77,98.87,100.225,96.725,456826.0,-1.486307645322211,44207052.019999996,123.82,84.035,4355484423.781023,563.786441262722,13.659011673041906,30.750311411648067,-13.78296507483963,0.8424356881771213,2026-09-11,15.2,80.67,123.82,241.92,28.0,4355.5,90.0,100.0,10.0,29.5,0.0,NÖTR,0.0,-5.993782786088986,-2.4004034291477656,Consumer Services,Hotels/Resorts/Cruise lines,25.516562300974698,US_SMID_CAP
INDV,34.49,34.49,34.8299,34.23,1297237.0,-0.05795421616921478,44741704.13,42.81,22.22,4070290555.1353235,12.0,12.250479505576473,2.0,40.03248071457573,0.68627604502545,2026-09-11,55.2,21.33,42.81,86.23,24.1,4070.3,20.0,55.0,10.0,24.0,0.0,⚠️ BİYOTEK TUZAĞI (FDA RİSKİ),0.0,-10.41558441558441,-0.7196315486470927,Health Technology,Pharmaceuticals: Major,39.9399399399308,US_SMID_CAP
BW,7.94,7.51,8.045,7.4443,5654732.0,10.739191073919114,44898572.080000006,22.03,2.64,1182782568.4267783,12.0,15.0,20.64428902004628,201.90114068441065,1.2898665788192822,2026-09-11,200.8,2.53,22.03,19.85,177.5,1182.8,20.0,55.0,58.4,98.8,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-15.711252653927808,12.464589235127491,Electronic Technology,Electronic Equipment/Instruments,4.00466272814613,US_SMALL_CAP
WTM,2053.15,2086.68,2098.395,2042.585,20087.0,-1.1001979778322484,41241624.050000004,2333.0,1648.0,4900295983.998165,21.8941870664221,4.672669610863106,0.9094327016257236,17.188926940639274,0.8882589911514599,2026-09-11,24.6,1582.08,2333.0,5132.88,13.6,4900.3,65.0,85.0,10.0,31.1,0.0,NÖTR,0.0,-3.789110641468415,-2.2309523809523766,Finance,Multi-Line Insurance,24.0474032295968,US_SMID_CAP
SG,7.1,6.91,7.285,6.835,6410065.0,5.029585798816566,45511461.5,10.63,4.49,845193375.9911243,3.06896586558374,70.99999999999999,1.8073193889733152,-18.202764976958527,1.3669699062814082,2026-09-11,58.1,4.31,10.63,17.75,49.7,845.2,20.0,30.0,26.1,73.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,29.090909090909086,6.766917293233072,Consumer Services,Restaurants,-17.9061853704328,US_MICRO_CAP
HYMC,21.18,21.99,22.5696,20.975,2157765.0,-0.9817671809256702,45701462.7,58.7299,5.69,1973587900.0168304,-73.1797383678979,15.0,7.863053671466916,270.27972027972027,1.1547100578118945,2026-09-11,272.2,5.46,58.73,52.95,177.3,1973.6,20.0,55.0,11.5,40.4,0.0,🪤 DÜŞEN BIÇAK (RÖLATİF ÇÖKÜŞ),0.0,-28.614762386248742,-5.446428571428567,Non-Energy Minerals,Precious Metals,10.0,US_SMALL_CAP
ERAS,15.88,16.05,16.54,15.87,2883755.0,-0.9357454772301956,45794029.400000006,24.28,1.53,5554221178.160948,-78.2488588486733,15.0,13.716023044300682,924.516129032258,0.6271686895662711,2026-09-11,937.9,1.47,24.28,39.7,52.9,5554.2,20.0,55.0,10.0,22.0,0.0,⚠️ BİYOTEK TUZAĞI (FDA RİSKİ),0.0,-13.836136733586537,-0.9975062344139549,Health Technology,Pharmaceuticals: Major,10.0,US_SMID_CAP
SUNC,81.16,80.82,82.15,80.82,564828.0,-0.024636610002476265,45841440.48,83.5,47.0,4181136005.986696,12.0,15.0,1.641592401263759,59.13725490196077,1.00514577806314,2026-09-11,72.7,45.12,83.5,202.9,2.9,4181.1,20.0,55.0,10.1,35.2,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,9.883563498510693,4.952799689641793,Distribution Services,Wholesale Distributors,10.0,US_SMID_CAP
MSGE,79.19,76.74,79.49,76.505,579611.0,4.5412541254125385,45899395.089999996,90.41,41.65,3746120991.516964,407.536713771128,57.47568587603426,81.82813920806812,85.58706351066321,1.8896486969789341,2026-09-11,90.1,39.98,90.41,197.97,14.2,3746.1,20.0,60.0,74.8,88.8,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-4.139934632611066,2.299444516212377,Consumer Services,Movies/Entertainment,15.960270893980299,US_SMID_CAP
OLN,17.2,17.51,17.69,17.11,2378747.0,-0.6354708261120707,40914448.4,30.464,16.73,1960498776.4298093,-7.58872594450199,15.0,1.1457286967735747,-33.17793317793318,0.865225094662019,2026-09-11,2.8,15.91,30.46,43.0,77.1,1960.5,65.0,55.0,10.0,30.3,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-10.041841004184109,2.3809523809523725,Process Industries,Industrial Specialties,0.617615467239527,US_SMALL_CAP
PGY,19.97,20.86,21.21,19.88,2300840.0,-1.6256157635468071,45947774.8,44.99,10.4,1666014063.16601,26.3934520061817,15.441119616484961,2.800979010189841,-45.22764673614921,1.2177083083595828,2026-09-11,92.0,9.98,44.99,49.92,125.3,1666.0,20.0,100.0,12.2,42.6,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-5.310573731626368,-11.773801634636637,Technology Services,Packaged Software,22.8705302617096,US_SMALL_CAP
WT,23.93,24.63,24.73,23.87,1921160.0,-1.360263808738672,45973358.8,25.91,10.69,3625684957.422918,18.5636224052024,45.93090211132437,8.673778222401038,73.1548480463097,0.7348681784590245,2026-09-11,123.9,10.26,25.91,59.83,8.3,3625.7,20.0,45.0,10.0,25.7,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,7.309417040358739,-3.7409493161705543,Finance,Investment Managers,39.7485566198662,US_SMID_CAP
EYE,17.29,17.39,17.77,17.22,2658966.0,0.9340338587273798,45973522.14,30.02,14.75,1367108355.466433,5.75493955345029,27.941176470588232,1.5238796972335722,-24.39877568867513,1.347179755343151,2026-09-11,17.2,14.16,30.02,43.22,73.6,1367.1,100.0,30.0,13.5,51.8,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-21.409090909090914,2.85544318857823,Retail Trade,Specialty Stores,4.24716709631922,US_SMALL_CAP
DIOD,95.01,93.36,95.76,91.37,484187.0,3.654811259000664,46002606.870000005,125.99,42.28,4375372610.942069,4.49626103696554,51.17143318791404,2.232244598184225,79.19652961146737,0.9654519630885163,2026-09-11,124.7,40.59,125.99,237.53,32.6,4375.4,20.0,30.0,55.7,52.1,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-10.91420534458509,4.074926059809397,Electronic Technology,Semiconductors,4.80460549174672,US_SMID_CAP
PUMP,11.45,11.57,11.87,11.34,3963397.0,-0.4347826086956583,45380895.65,18.5,4.635,1406333810.321739,-1.50207870447817,15.0,1.4688714705391848,140.54621848739495,1.2665845072380466,2026-09-11,147.0,4.45,18.5,28.62,61.6,1406.3,20.0,55.0,12.7,44.3,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-2.1367521367521367,2.3235031277926703,Industrial Services,Oilfield Services/Equipment,-0.863900724687028,US_SMALL_CAP
BHF,50.11,50.89,51.15,49.53,843240.0,-1.4358772619984341,42254756.4,66.8,44.51,2881904398.3534617,13.5973165344024,4.000127723096327,0.43995964417265065,3.0433888546164853,1.0339304881484963,2026-09-11,12.6,42.73,66.8,125.28,33.3,2881.9,90.0,55.0,10.3,36.2,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-14.648271163345258,-6.318938119274635,Finance,Life/Health Insurance,16.9371806432221,US_SMALL_CAP
RCAT,7.96,8.115,8.2,7.93,5283875.0,-1.4851485148514865,42059645.0,18.78,5.77,1215606258.5099008,-34.4018163584331,15.0,2.5795412564569546,-14.177897574123993,0.9191045532079933,2026-09-11,38.0,5.54,18.78,19.9,135.9,1215.6,20.0,55.0,10.0,32.2,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-26.838235294117652,-6.352941176470588,Technology Services,Packaged Software,-150.148167371415,US_SMALL_CAP
NAT,7.46,7.19,7.495,7.15,5671643.0,3.467406380027739,42310456.78,7.495,3.0614,1579659903.3203883,25.6588180177859,12.789302245842618,3.30732399361589,133.125,1.1974360166413547,2026-09-11,143.7,2.94,7.5,18.65,0.5,1579.7,20.0,100.0,67.8,59.2,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,20.128824476650564,5.0704225352112715,Transportation,Marine Shipping,28.6882712316322,US_SMALL_CAP
TDW,92.97,92.53,93.105,90.85,452190.0,1.0653331883900468,42040104.3,101.575,46.65,4625836539.677357,19.4940301112016,18.797387735295903,3.320296666025012,56.12090680100756,0.7560096320632748,2026-09-11,99.3,44.78,101.58,232.43,9.3,4625.8,20.0,55.0,69.2,31.8,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,2.164835164835164,-1.0009583643914362,Transportation,Marine Shipping,17.7709035813491,US_SMID_CAP
AVEX,16.08,16.46,16.79,15.97,2632801.0,1.0685103708359405,42335440.08,42.34,13.07,1833790519.8290381,12.0,20.55477438322894,2.0,-47.10526315789474,2.294570320779554,2026-09-11,23.0,12.55,42.34,40.2,163.3,1833.8,100.0,40.0,22.9,85.7,0.0,🪤 DÜŞEN BIÇAK (RÖLATİF ÇÖKÜŞ),0.0,-28.62849533954728,-1.4705882352941297,Electronic Technology,Aerospace & Defense,11.3792188228543,US_SMALL_CAP
HIW,30.93,30.7,31.02,30.435,1376441.0,1.609724047306171,42573320.13,35.435,20.45,3411771239.501314,7.08170106766496,20.6945002007226,1.4427261507058768,-3.0711375744280804,1.2992396597233733,2026-09-11,51.2,19.63,35.44,77.33,14.6,3411.8,20.0,40.0,61.5,53.5,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,0.0,0.5853658536585357,Finance,Real Estate Investment Trusts,25.5870732159583,US_SMID_CAP
OGS,77.34,78.61,78.61,77.2,550979.0,-1.0491299897645767,42612715.86,90.78,74.42,4861304137.314996,8.57612387334484,16.689324787984724,1.3727778890105349,3.4787262510034904,1.1408509788915888,2026-09-11,3.9,71.44,90.78,193.35,17.4,4861.3,90.0,40.0,11.4,39.9,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-2.851400577816852,-4.2940230169533455,Utilities,Gas Distributors,20.6491173507589,US_SMID_CAP
WERN,37.28,38.96,39.395,36.56,1149516.0,-3.3946618294895106,42853956.480000004,47.49,23.06,2235948444.231148,-3.33250995792144,15.0,1.6486106652020212,34.82820976491863,1.6251860030948087,2026-09-11,61.7,22.14,47.49,93.2,27.4,2235.9,20.0,55.0,16.3,56.9,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,1.8857611369226501,-2.866076081292343,Transportation,Trucking,0.697825825552462,US_SMALL_CAP
CLBK,11.53,11.62,11.63,11.41,3729405.0,-0.0866551126516446,43000039.65,12.0,6.20908497,3107855401.6542463,5.01925402625384,44.380292532717476,2.2065380890959125,67.21176178264095,1.2044869873819712,2026-09-11,85.7,5.96,12.0,28.82,4.1,3107.9,20.0,30.0,18.4,42.2,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,4.343891402714919,-0.7745266781411349,Finance,Savings Banks,29.19209238993395,US_SMID_CAP
WHD,69.54,68.86,70.229,68.15,618674.0,1.6666666666666674,43022589.96,74.07,33.2,5575676891.2,6.85277668597586,59.52747817154598,3.902494869347233,69.85832926233515,0.8190327540819319,2026-09-11,109.5,31.87,74.07,173.85,6.5,5575.7,20.0,30.0,31.8,37.0,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-3.5506241331483888,-2.441077441077434,Industrial Services,Oilfield Services/Equipment,19.1682672625921,US_SMID_CAP
PZZA,20.56,21.36,21.56,20.53,2095153.0,-4.193849021435238,43076345.68,55.74,20.53,676869877.9944082,12.0,25.81293157564344,2.0,-58.73143315937374,1.6318700020328734,2026-09-11,0.1,18.92,55.74,51.4,171.1,676.9,65.0,40.0,16.3,57.1,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-15.841178878428167,-8.540925266903923,Consumer Services,Restaurants,4.69034569029537,US_MICRO_CAP
IOND,83.39,80.0,84.84,79.34,499400.0,4.394091136705064,41644966.0,85.0,50.0,3752231127.2046824,12.0,15.0,7.349305742223476,66.78,0.9807175301785676,2026-09-11,66.8,48.0,85.0,208.47,1.9,3752.2,20.0,55.0,42.9,56.3,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,41.33898305084746,11.186666666666667,Technology Services,Data Processing Services,10.0,US_SMID_CAP
ATKR,94.15,94.38,94.38,94.13,440337.0,-0.010620220900585073,41457728.550000004,94.39,53.75,3179734067.350255,-11.8668057890167,15.0,2.491465770462304,54.344262295081975,0.5727309831701736,2026-09-11,75.2,51.6,94.39,235.38,0.3,3179.7,20.0,55.0,10.0,20.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,0.212879191059077,0.5124372798121106,Producer Manufacturing,Electrical Products,4.90923518680618,US_SMID_CAP
NOG,26.58,25.95,26.6,25.89,1626327.0,1.0262257696693258,43227771.66,31.17,17.18,2832075703.3523374,-22.0501901844499,15.0,1.4193501533624393,5.0592885375493974,0.800362305200054,2026-09-11,54.7,16.49,31.17,66.45,17.3,2832.1,20.0,55.0,74.1,33.1,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,10.796165068778658,3.3035367275553744,Energy Minerals,Oil & Gas Production,29.639635042929303,US_SMALL_CAP
MIR,15.98,15.84,16.32,15.84,2604793.0,0.8838383838383874,41624592.14,30.277,14.11,3979621627.832071,1.49022231683951,181.17913832199548,2.179561496232141,-25.63983248022335,0.6672099032166504,2026-09-11,13.3,13.55,30.28,39.95,89.5,3979.6,100.0,30.0,10.0,27.8,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,3.0967741935483897,-3.73493975903615,Electronic Technology,Aerospace & Defense,6.82017757830032,US_SMID_CAP
MRX,73.0,75.09,75.715,72.73,630742.0,-1.471183695505471,46044166.0,79.1099,27.91,5250953254.514779,26.2038900067727,13.606202937448744,2.784027007350213,109.89074180563541,0.7160222554913331,2026-09-11,161.6,26.79,79.11,182.5,8.4,5251.0,20.0,85.0,10.0,25.1,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,16.613418530351435,-3.5029742233972314,Technology Services,Internet Software/Services,32.1859999544924,US_SMID_CAP
IRON,70.06,74.66,75.0,69.275,620959.0,-5.503102239007282,43504387.54,99.5,40.0001,2689802709.0768824,-39.081671009728,15.0,4.170518612263801,16.88355021688356,1.1680463126142855,2026-09-11,75.1,38.4,99.5,175.15,42.0,2689.8,20.0,55.0,11.7,40.9,0.0,⚠️ BİYOTEK TUZAĞI (FDA RİSKİ),0.0,-13.941776194570686,-10.340414640389042,Health Technology,Biotechnology,10.0,US_SMALL_CAP
WOLF,25.92,25.87,27.1699,25.6,1681614.0,2.9797377830750893,43587434.88,80.82,1.2,1373640659.8712752,-438.625543365763,15.0,1.4534924473908075,1452.0958083832336,0.6696507344134666,2026-09-11,2060.0,1.15,80.82,64.8,211.8,1373.6,20.0,55.0,10.0,38.3,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,-21.143900212960133,-4.354243542435423,Electronic Technology,Semiconductors,-67.2229739888739,US_SMALL_CAP
AMC,2.46,2.41,2.52,2.41,16905266.0,4.237288135593224,41586954.36,3.18,0.93,2195807253.4576273,12.0,15.0,2.0,-11.191335740072205,0.7081746406169729,2026-09-11,164.5,0.89,3.18,6.15,29.3,2195.8,20.0,55.0,10.0,46.0,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,3.361344537815129,-6.463878326996196,Consumer Services,Movies/Entertainment,5.23266929224181,US_SMALL_CAP
MPT,3.64,3.69,3.745,3.64,12016704.0,-0.8174386920980874,43740802.56,6.47,3.64,2173808089.2643056,-0.677289705254348,15.0,0.48285724139943703,-20.350109409190374,1.3598197176611133,2026-09-11,0.0,3.37,6.47,9.1,77.7,2173.8,65.0,55.0,13.6,47.6,0.0,🪤 DÜŞEN BIÇAK (RÖLATİF ÇÖKÜŞ),0.0,-9.9009900990099,-9.9009900990099,Finance,Real Estate Investment Trusts,57.345478663909,US_SMALL_CAP
EROC,12.7,12.16,13.35,12.15,3446327.0,6.992417860151644,43768352.9,20.7,8.88,2786380985.400169,12.0,15.0,12.42783051179176,-36.81592039800996,1.6554470255578018,2026-09-11,43.0,8.52,20.7,31.75,63.0,2786.4,20.0,55.0,16.6,92.9,0.0,⚠️ ELENDİ (ZOMBİ VEYA PRİMLİ),0.0,-3.2012195121951215,8.732876712328764,Producer Manufacturing,Electrical Products,10.0,US_SMALL_CAP
HOG,27.87,27.51,27.925,27.24,1489240.0,3.3753709198813064,41505118.800000004,31.25,17.09,2900500748.6706233,6.31666883567755,17.237753587333003,0.9382315731924987,-7.347074468085097,1.0142471610082975,2026-09-11,63.1,16.41,31.25,69.67,12.1,2900.5,20.0,55.0,68.9,52.4,0.0,⚠️ SAHTE KÂR (FAALİYET KÂRI YETERSİZ),0.0,3.683035714285722,1.3823208439432615,Consumer Durables,Motor Vehicles,6.24462832996371,US_SMALL_CAP
